11/01/24,Debit Card Purchase 02/28 07: 46p # 7164 SQ * DORADO TACOS & QUE New York NY 24060 Restaurant/ Bar,Food,Restaurant,18.98,0,1695.67
11/01/24,Debit Card Purchase 02/28 12: 10p # 7164 DD/ BR# 346983 NEW YORK NY 24060 Restaurant/ Bar,Food,Restaurant,2.18,0,1695.67
11/01/24,Zelle Debit PAY ID: CTIgciqbtBqx ORG ID: JPM NAME: MOHAMMAD HOS,Miscellaneous,Digital Payment,7,0,
11/04/24,Debit Card Purchase 02/28 03: 21p # 7164 CHICK- N- SMASH CORP NEW YORK NY 24061 Restaurant/ Bar,Food,Restaurant,12.97,0,1882.7
11/04/24,Transfer From Money Market 03/03 08: 40a # 7164 ONLINE Reference # 009700,Income,,0,200,
11/05/24,Debit Card Purchase 02/29 07: 21p # 7164 YGF MALATANG- EAST VILL CHICAGO IL 24062 Restaurant/ Bar,Food,Restaurant,35.33,0,
11/05/24,Debit Card Purchase 03/01 08: 54p # 7164 TST* 886 New York NY 24062 Restaurant/ Bar,Food,Restaurant,97.94,0,184.89
11/05/24,Debit Card Purchase 03/02 12: 01a # 7164 KFC F569028 NEW YORK NY 24062 Restaurant/ Bar,Food,Restaurant,37.32,0,
11/05/24,Debit Card Purchase 03/02 12: 04a # 7164 KFC F569028 669028 NEW YORK NY 24062 Restaurant/ Bar,Food,Restaurant,3.47,0,
11/05/24,Mobile Purchase PIN Based D2723 TRADER JO TRADER JOES NEW YORK 00YUS07154,Food,Food & Beverage,13.48,0,
11/05/24,Mobile Purchase Sign Based 03/02 10: 53p # 7164 D2723 KITCHEN VALLEY MARKETP NEW YORK NY 24064 Food & Beverages,Food,Food & Beverage,7.91,0,
11/05/24,"Mobile Purchase Sign Based 02/29 08: 40p # 7164 APF* HELM MANAGEMENT, I NEW YORK NY 24062",Housing,,1484.99,0,184.89
11/05/24,Mobile Purchase Sign Based 03/01 09: 36p # 7164 D2723 TARGET 00033803 NEW YORK NY 24062 Retail stores,Miscellaneous,Retail,11.57,0,
