08/04/24,"Mobile Purchase Sign Based 05/31 11: 12a # 7164 APF* HELM MANAGEMENT, I NEW YORK NY 24153",Housing,,1484.99,0,150.4
08/06/24,Debit Card Purchase 06/04 07: 00a # 7164 ALP * Hello Bik Shanghai CHN24157 Misc Business Services,Transportation,Private,0.21,0,150.18
08/06/24,Foreign Transaction Fee ALP * Hello Bik Shanghai CHN24157,Transportation,Private,0.01,0,150.18
08/10/24,Zelle Debit PAY ID: CTIdbxxcsASV ORG ID: BAC NAME: HO CHEUNG AI,Miscellaneous,Digital Payment,16.64,0,133.54
08/18/24,Debit Card Purchase 06/13 08: 28p # 7164 ALP* zhejianghaibianliw Shanghai CHN24168 Specialty Retail stores,Miscellaneous,Retail,0.97,0,123.9
08/18/24,Debit Card Purchase 06/14 11: 20p # 7164 ALP * Hello Bik Shanghai CHN24168 Misc Personal Services,Transportation,Private,0.48,0,123.9
08/18/24,Foreign Transaction Fee ALP * Hello Bik Shanghai CHN24168,Transportation,Private,0.01,0,123.9
08/18/24,Foreign Transaction Fee ALP* zhejianghaibianliw Shanghai CHN24168,Miscellaneous,Fee,0.03,0,123.9
08/18/24,Mobile Purchase Sign Based 06/16 07: 47p # 7164 Amazon Prime?* W28MB9273 8882804331 WA 24169 Misc Mail & Phone orders,Miscellaneous,Retail,8.15,0,123.9
08/21/24,Debit Card Purchase 06/19 06: 51a # 7164 ALP * Hello Bik Shanghai CHN24172 Misc Personal Services,Transportation,Private,0.21,0,123.68
08/21/24,Foreign Transaction Fee ALP * Hello Bik Shanghai CHN24172,Transportation,Private,0.01,0,123.68
08/25/24,Debit Card Purchase 06/22 12: 02p # 7164 ALP * Hello Bik Shanghai CHN24176 Misc Personal Services,Transportation,Private,0.69,0,122.97
08/25/24,Foreign Transaction Fee ALP * Hello Bik Shanghai CHN24176,Transportation,Private,0.02,0,122.97
08/26/24,Debit Card Purchase 06/23 10: 23a # 7164 ALP Hello Bike Shanghail CHN24177 Misc Personal Services,Transportation,Private,0.28,0,121.26
08/26/24,Debit Card Purchase 06/23 11: 54a# 7164 ALP Hello Bike Shanghai CHN24177 Misc Personal Services,Transportation,Private,1.38,0,121.26
08/26/24,Foreign Transaction Fee ALP* Hello Bike Shanghai CHN24177,Transportation,Private,0.01,0,121.26
08/26/24,Foreign Transaction Fee ALP* Hello Bike Shanghai CHN24177,Transportation,Private,0.04,0,121.26
08/28/24,Debit Card Purchase 06/25 03: 52a # 7164 ALP sichuanshengjichan Shanghai CHN24179 Retail stores,Miscellaneous,Retail,4.75,0,116.37
08/28/24,Foreign Transaction Fee ALP sichuanshengjichan Shanghai CHN24179,Miscellaneous,Fee,0.14,0,116.37
