
04/01/24,Debit Card Purchase 03/27 03: 15p # 7164 TUE THAI FOOD NEW YORK NY 24089 Restaurant/ Bar,Food,Restaurant,52.49,0,286.94
04/01/24,Mobile Purchase PIN Based D2723 TRADER JO TRADER JOES NEW YORK 00YUS07154,Food,Food & Beverage,10.67,0,
04/01/24,Mobile Purchase Sign Based 03/28 07: 00p # 7164 D2723 CHIPOTLE 1597 NEW YORK NY 24089 Restaurant/ Bar,Food,Restaurant,12.19,0,
04/01/24,Zelle Debit PAY ID: CTIhsLJMvt4T ORG ID: JPM NAME: MAXIMILIAN C,Miscellaneous,Digital Payment,23.6,0,
04/02/24,Mobile Purchase Sign Based 03/29 02: 28p# 7164 D2723 TST* LOS TACOS NO. 1 New York NY 24090 Restaurant/ Bar,Food,Restaurant,4.9,0,
04/02/24,Mobile Purchase Sign Based 03/29 11: 37p # 7164 D2723 WAWA STORE 8331 PRINCETON NJ 24090 Food & Beverages,Food,Restaurant,10.64,0,
04/02/24,Transfer From Money Market 11: 13a # 7164 ONLINE Reference# 000616,Income,,0,2000,
04/02/24,Mobile Purchase Sign Based 03/29 02: 03p# 7164 D2723 MTA* NYCT PAYGO NEW YORK NY 24090 Misc Transportation,Transportation,Public,2.9,0,
04/02/24,Mobile Purchase Sign Based 03/29 12: 57p # 7164 D2723 NJT RAIL MY- TIX NEWARK NJ 24090 Misc Transportation,Transportation,Public,17.75,0,
04/02/24,Mobile Purchase Sign Based 03/31 01: 12p # 7164 D2723 NJT RAIL MY- TIX NEWARK NJ 24092 Misc Transportation,Transportation,Public,17.75,0,2230.1
04/02/24,Mobile Purchase Sign Based 03/31 04: 54p # 7164 D2723 MTA* NYCT PAYGO NEW YORK NY 24092 Misc Transportation,Transportation,Public,2.9,0,
04/03/24,Debit Card Purchase 03/31 10: 54p # 7164 KYURAMEN (NY- UNION SQU CHICAGO IL 24093 Restaurant/ Bar,Food,Restaurant,23.12,0,
04/03/24,Mobile Purchase PIN Based D2723 TRADER JO TRADER JOES NEW YORK 00YUS07154,Food,Food & Beverage,58.38,0,2148.6
04/04/24,Debit Card Purchase 04/02 07: 24p # 7164 SQ* SAN MARZANO New York NY 24094 Restaurant/ Bar,Food,Restaurant,74.52,0,
04/04/24,"Mobile Purchase Sign Based 04/02 11: 13a # 7164 APF* HELM MANAGEMENT, I NEW YORK NY 24094",Housing,,1484.99,0,589.09
04/05/24,Mobile Purchase PIN Based D2723 TRADER JO TRADER JOES NEW YORK 00YUS07154,Food,Food & Beverage,7.98,0,581.11
04/08/24,Debit Card Purchase 04/04 07: 41p # 7164 HK WONTON GARDEN INC NEW YORK NY 24096 Restaurant/ Bar,Food,Restaurant,49,0,293.53
04/08/24,Mobile Purchase PIN Based D2723 TRADER JO TRADER JOES NEW YORK 00YUS07154,Food,Food & Beverage,24.44,0,
04/08/24,Mobile Purchase Sign Based 04/04 12: 17p # 7164 D2723 SQ* AMBO New York NY 24096 Restaurant/ Bar,Food,Restaurant,14.14,0,
