08/12/24,Mobile Purchase Sign Based 08/08 01:13p #7164 D2723 CHIPOTLE ONLINE CHIPOTLE.COM CA 24222 Restaurant/Bar,Food,Restaurant,12.19,0,
08/12/24,Mobile Purchase Sign Based 08/08 08:59p #7164 D2723 MTA*NYCT PAYGO NEW YORK NY 24222 Misc Transportation,Transportation,Public,2.9,0,
08/12/24,Mobile Purchase Sign Based 08/08 10:31p #7164 D2723 MTA*NYCT PAYGO NEW YORK NY 24222 Misc Transportation,Transportation,Public,2.9,0,
08/13/24,Debit Card Purchase 08/10 10:08p #7164 KYURAMEN (NY-UNION SQU CHICAGO IL 24225 Restaurant/Bar,Food,Restaurant,23.12,0,366.42
08/13/24,Mobile Purchase Sign Based 08/09 01:16p #7164 D2723 DUNKIN #352392 NEW YORK NY 24223 Restaurant/Bar,Food,Restaurant,3.26,0,
08/13/24,Mobile Purchase Sign Based 08/09 01:46p #7164 D2723 SQ *787 COFFEE ROASTER New York NY 24223 Restaurant/Bar,Food,Restaurant,7,0,
08/13/24,Mobile Purchase Sign Based 08/10 02:51p #7164 D2723 DD/BR #346983 NEW YORK NY 24224 Restaurant/Bar,Food,Restaurant,16.3,0,
08/13/24,Mobile Purchase Sign Based 08/10 12:52p #7164 D2723 CHIPOTLE ONLINE CHIPOTLE.COM CA 24224 Restaurant/Bar,Food,Restaurant,12.19,0,
08/13/24,Mobile Purchase Sign Based 08/11 01:58p #7164 D2723 SQ *KONA COFFEE ROASTE New York NY 24225 Restaurant/Bar,Food,Restaurant,5.2,0,
08/14/24,Debit Card Purchase 08/11 07:10p #7164 IGGY'S PIZZERIA NEW YORK NY 24226 Restaurant/Bar,Food,Restaurant,30.42,0,310.39
08/14/24,Mobile Purchase Sign Based 08/12 05:04p #7164 D2723 SQ *THINK COFFEE MERCE New York NY 24226 Restaurant/Bar,Food,Restaurant,5.17,0,
08/14/24,Mobile Purchase Sign Based 08/12 08:18p #7164 D2723 CHIPOTLE ONLINE CHIPOTLE.COM CA 24226 Restaurant/Bar,Food,Restaurant,12.19,0,
08/14/24,Mobile Purchase Sign Based 08/12 08:41a #7164 D2723 DUNKIN #354629 Q35 NEW YORK NY 24226 Restaurant/Bar,Food,Restaurant,8.25,0,
08/15/24,Debit Card Purchase 08/13 02:21p #7164 TST*RUBYS EAST VILLAGE New York NY 24227 Restaurant/Bar,Food,Restaurant,23.52,0,248.73
08/15/24,Debit Card Purchase 08/13 03:23p #7164 SQ *HI-COLLAR New York NY 24227 Restaurant/Bar,Food,Restaurant,14.32,0,
08/15/24,Mobile Purchase Sign Based 08/13 07:50p #7164 D2723 SQ *AMBO New York NY 24227 Restaurant/Bar,Food,Restaurant,14.14,0,
08/15/24,Mobile Purchase Sign Based 08/13 08:35a #7164 D2723 DUNKIN #354629 Q35 NEW YORK NY 24227 Restaurant/Bar,Food,Restaurant,9.68,0,
08/16/24,Mobile Purchase Sign Based 08/14 08:08p #7164 D2723 TST*UNCLE TEDS MODERN New York NY 24228 Restaurant/Bar,Food,Restaurant,14.15,0,215.53
08/16/24,Mobile Purchase Sign Based 08/14 10:04a #7164 D2723 DD/BR #346983 NEW YORK NY 24228 Restaurant/Bar,Food,Restaurant,6.09,0,
08/16/24,Mobile Purchase Sign Based 08/14 12:33p #7164 D2723 SQ *ME CHICKEN RICE New York NY 24228 Restaurant/Bar,Food,Restaurant,12.96,0,
08/19/24,Debit Card Purchase 08/15 08:50p #7164 HELLO SAIGON NEW YORK NY 24229 Restaurant/Bar,Food,Restaurant,42.57,0,148.18
08/19/24,Mobile Purchase Sign Based 08/15 02:05p #7164 D2723 TST*886 New York NY 24229 Restaurant/Bar,Food,Restaurant,18.04,0,
08/19/24,Mobile Purchase Sign Based 08/15 07:05a #7164 D2723 DD/BR #346983 NEW YORK NY 24229 Restaurant/Bar,Food,Restaurant,6.74,0,
08/20/24,Mobile Purchase Sign Based 08/15 05:32p #7164 D2723 NOHO JUICE BAR NEW YORK NY 24230 Food & Beverages,Food,Restaurant,4.36,0,
08/20/24,Mobile Purchase Sign Based 08/16 01:17p #7164 D2723 TACO BELL 039621 NEW YORK NY 24231 Restaurant/Bar,Food,Restaurant,17.39,0,
08/20/24,Mobile Purchase Sign Based 08/17 03:09a #7164 D2723 JACK IN THE BOX 0545 SAN FRANCISCO CA 24231 Restaurant/Bar,Food,Restaurant,37.63,0,73.5
08/20/24,Mobile Purchase Sign Based 08/16 07:14p #7164 Amazon Prime*RU6HM7882 8882804331 WA 24230 Misc Mail & Phone orders,Miscellaneous,Retail,8.15,0,
08/20/24,Mobile Purchase Sign Based 08/16 01:31p #7164 D2723 MTA*NYCT PAYGO NEW YORK NY 24230 Misc Transportation,Transportation,Public,2.9,0,
08/20/24,Mobile Purchase Sign Based 08/16 02:29p #7164 D2723 MTA*NYCT PAYGO NEW YORK NY 24230 Misc Transportation,Transportation,Public,4.25,0,
08/22/24,Mobile Purchase PIN Based D2723 VALERO UNIVERSI BERKELEY CAUS07155,Food,Food & Beverage,14.05,0,60.45
08/22/24,Deposit 10:38a #7164 Teller,Income,,0,2500,
08/22/24,Deposit 10:39a #7164 Teller,Income,,0,2677,5212.05
08/22/24,Zelle Credit PAY ID:WFCT0XZ4WPBC ORG ID:WFC NAME:XIAOXU JIANG,Income,,0,1,
08/23/24,"Interest paid for 27 days, Annual Percentage Yield Earned 0.03%",Income,,0,0.02,5212.07
08/23/24,Mobile Purchase Sign Based 08/21 09:24p #7164 D2723 UBER *TRIP 8005928996 CA 24235 Misc Transportation,Transportation,Private,9.2,0,51.25
